episode,cue_index,turn_index,start,end,speaker,dialogue,confidence,basis,notes,language,english_subtitle,speaker_candidates
S01E07,175,1,"00:10:35,891","00:10:38,585",LESTAT DE LIONCOURT,but needful idea.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,176,1,"00:10:38,590","00:10:40,238",DANIEL MOLLOY,I guess you're right.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,177,1,"00:10:40,243","00:10:42,327",LESTAT DE LIONCOURT,It was just a thought.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,178,1,"00:10:45,640","00:10:48,159",LESTAT DE LIONCOURT,"The page, Louis. The page.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.49; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,179,1,"00:10:51,472","00:10:53,818",DANIEL MOLLOY,In the five years since Adolf Hitler took command,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,180,1,"00:10:53,822","00:10:55,427",DANIEL MOLLOY,over a people reduced to despair,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,181,1,"00:10:55,432","00:10:57,342",DANIEL MOLLOY,by World War defeat and its aftermath...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,182,1,"00:10:57,347","00:10:58,648",DANIEL MOLLOY,"They may be nasty little beasts,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,183,1,"00:10:58,653","00:11:01,825",DANIEL MOLLOY,but they do have excellent tailoring.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,184,1,"00:11:01,830","00:11:03,566",DANIEL MOLLOY,Well-dressed tyrants.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.25; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,185,1,"00:11:03,571","00:11:07,135",LOUIS DE POINTE DU LAC,Where have I seen that before?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,185,2,"00:11:03,571","00:11:07,135",LESTAT DE LIONCOURT,Hmm...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,186,1,"00:11:07,140","00:11:08,528",LESTAT DE LIONCOURT,"Well, this idea of yours,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,187,1,"00:11:08,533","00:11:11,008",LESTAT DE LIONCOURT,what kind of a party did you imagine?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.36; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,188,1,"00:11:11,013","00:11:12,444",DANIEL MOLLOY,A ball.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | CLAUDIA
S01E07,189,1,"00:11:12,449","00:11:15,304",DANIEL MOLLOY,"A lavish, decadent ball.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,190,1,"00:11:15,309","00:11:17,232",LOUIS DE POINTE DU LAC,To what end?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.24; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,190,2,"00:11:15,309","00:11:17,232",LESTAT DE LIONCOURT,Shh!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,191,1,"00:11:21,284","00:11:25,489",LESTAT DE LIONCOURT,"We invite the most beautiful, the most gluttonous,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,192,1,"00:11:25,494","00:11:29,405",LESTAT DE LIONCOURT,seduce a choice few for a feast to remember.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,193,1,"00:11:29,410","00:11:31,246",LOUIS DE POINTE DU LAC,Hmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,194,1,"00:11:31,251","00:11:32,856",LESTAT DE LIONCOURT,Shh!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,195,1,"00:11:40,695","00:11:42,779",LESTAT DE LIONCOURT,"Buenos Aires, as fast as we can.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.67; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,196,1,"00:11:44,699","00:11:47,436",DANIEL MOLLOY,"... and its demigod, Adolf Hitler.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,197,1,"00:11:54,391","00:11:56,954",LOUIS DE POINTE DU LAC,Happy New Year!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.61; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,198,1,"00:11:56,959","00:12:00,480",DANIEL MOLLOY,"Keep pushing this party, he's gonna be on to you.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.04; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,199,1,"00:12:00,485","00:12:02,351",LOUIS DE POINTE DU LAC,I want him suspicious.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.28; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,200,1,"00:12:02,356","00:12:04,092",LESTAT DE LIONCOURT,I welcome it.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,201,1,"00:12:04,097","00:12:06,964",LOUIS DE POINTE DU LAC,You're gonna try to kill him at this party?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.27; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,202,1,"00:12:06,969","00:12:08,400",DANIEL MOLLOY,"There's no ""trying"".",uncertain,best contextual candidate from text-only sources,recognition_margin=0.54; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,203,1,"00:12:08,405","00:12:10,293",DANIEL MOLLOY,Mardi Gras is early this year.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,204,1,"00:12:10,298","00:12:12,766",DANIEL MOLLOY,February 6th.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,205,1,"00:12:12,771","00:12:14,594",DANIEL MOLLOY,Say it's ridiculous.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,206,1,"00:12:14,599","00:12:16,857",LOUIS DE POINTE DU LAC,That's not how it works.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,207,1,"00:12:16,862","00:12:19,250",LOUIS DE POINTE DU LAC,"They plan Mardi Gras balls a year out,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,208,1,"00:12:19,255","00:12:20,948",LOUIS DE POINTE DU LAC,sometimes years in advance.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.68; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,209,1,"00:12:20,953","00:12:24,995",LESTAT DE LIONCOURT,"Everyone in costume, everyone drinking,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,210,1,"00:12:25,000","00:12:28,390",LESTAT DE LIONCOURT,chaos in the streets for an easy escape.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | DANIEL MOLLOY
S01E07,211,1,"00:12:28,395","00:12:30,261",LOUIS DE POINTE DU LAC,It's not worth the risk.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.37; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,212,1,"00:12:31,920","00:12:33,482",DANIEL MOLLOY,Told you.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.56; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,213,1,"00:12:33,487","00:12:36,441",LOUIS DE POINTE DU LAC,"Although, if we starved ourselves for a night",uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,214,1,"00:12:36,446","00:12:38,144",LOUIS DE POINTE DU LAC,or several nights prior...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,215,1,"00:12:40,233","00:12:43,927",LOUIS DE POINTE DU LAC,... the hunger would be transcendent.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.13; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,216,1,"00:12:43,932","00:12:46,151",LOUIS DE POINTE DU LAC,A meal fit for a king.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.47; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,217,1,"00:12:46,156","00:12:48,324",LOUIS DE POINTE DU LAC,It's over! I'm through with you!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.21; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,218,1,"00:12:48,328","00:12:49,629",LOUIS DE POINTE DU LAC,"Come on, baby!",uncertain,best contextual candidate from text-only sources,recognition_margin=1.89; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,219,1,"00:12:52,027","00:12:53,197",LOUIS DE POINTE DU LAC,Come here.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.12; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,220,1,"00:12:53,202","00:12:55,330",LESTAT DE LIONCOURT,Whoo!,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,220,2,"00:12:53,202","00:12:55,330",LOUIS DE POINTE DU LAC,Fine!,uncertain,best contextual candidate from text-only sources,recognition_margin=1.05; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,221,1,"00:12:55,335","00:12:57,549",DANIEL MOLLOY,You want the mister or the missus?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.33; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,222,1,"00:13:07,390","00:13:09,300",LESTAT DE LIONCOURT,For a king.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | CLAUDIA
S01E07,223,1,"00:13:14,354","00:13:16,830",DANIEL MOLLOY,"We're gettin' out, Tom.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.54; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,224,1,"00:13:16,835","00:13:18,832",LOUIS DE POINTE DU LAC,Out of New Orleans?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.63; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,225,1,"00:13:18,837","00:13:20,790",DANIEL MOLLOY,But you just got here.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.92; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,226,1,"00:13:23,102","00:13:25,795",DANIEL MOLLOY,"Uh, seeing as it's been 17 years since we've spoken,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,227,1,"00:13:25,800","00:13:30,005",DANIEL MOLLOY,what makes you think I give a corn-peppered shit?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.52; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,228,1,"00:13:30,010","00:13:33,704",LOUIS DE POINTE DU LAC,"We'd like to engage your services, Mr. Anderson.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.35; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,229,1,"00:13:33,709","00:13:36,110",DANIEL MOLLOY,We wanna throw a Mardi Gras ball.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.03; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,230,1,"00:13:36,115","00:13:39,635",LOUIS DE POINTE DU LAC,Pay our respects to society before moving on.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.59; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,231,1,"00:13:39,640","00:13:41,985",LOUIS DE POINTE DU LAC,Hmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,232,1,"00:13:41,990","00:13:43,857",LOUIS DE POINTE DU LAC,Mm. Where to start?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.58; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,233,1,"00:13:43,862","00:13:47,599",DANIEL MOLLOY,"Uh, one, I'm not in the party-planning business.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.06; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,234,1,"00:13:47,604","00:13:50,254",DANIEL MOLLOY,"Two, it's January.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.16; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,235,1,"00:13:50,259","00:13:52,430",LOUIS DE POINTE DU LAC,You're a little bit behind the gun.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.32; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,236,1,"00:13:52,435","00:13:54,133",DANIEL MOLLOY,And three...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,237,1,"00:13:58,659","00:14:04,064",LOUIS DE POINTE DU LAC,This is me and your two-tone daddies circa 1910.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.10; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,238,1,"00:14:04,709","00:14:06,836",DANIEL MOLLOY,"But can you tell me, little girl,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,239,1,"00:14:06,841","00:14:08,495",DANIEL MOLLOY,what's wrong with this picture?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.26; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,240,1,"00:14:10,671","00:14:13,451",LOUIS DE POINTE DU LAC,You didn't have that funny X on your face back then.,uncertain,best contextual candidate from text-only sources,recognition_margin=2.42; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,241,1,"00:14:15,981","00:14:17,804",LOUIS DE POINTE DU LAC,Hmm.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.35; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,242,1,"00:14:17,809","00:14:20,371",LOUIS DE POINTE DU LAC,"I mean, this is all good and...",uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,243,1,"00:14:20,376","00:14:22,069",LOUIS DE POINTE DU LAC,sufficiently creepy.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.08; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,244,1,"00:14:22,074","00:14:23,287",LOUIS DE POINTE DU LAC,What do you want?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.86; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,245,1,"00:14:23,292","00:14:24,593",DANIEL MOLLOY,I want...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.29; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,246,1,"00:14:24,598","00:14:26,464",DANIEL MOLLOY,to be Raj.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.29; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,247,1,"00:14:26,469","00:14:27,944",DANIEL MOLLOY,King of Mardi Gras.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,248,1,"00:14:27,949","00:14:30,120",LOUIS DE POINTE DU LAC,Him?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.31; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,249,1,"00:14:33,302","00:14:35,517",DANIEL MOLLOY,We know you're on the committee.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.18; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,250,1,"00:14:35,522","00:14:40,427",TOM ANDERSON,The Committee of Raj is a secret and sacred group of citizens...,uncertain,best contextual candidate from text-only sources,recognition_margin=0.17; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,251,1,"00:14:42,877","00:14:44,744",LESTAT DE LIONCOURT,... bound by honor and tradition.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.39; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,252,1,"00:14:44,749","00:14:46,267",LOUIS DE POINTE DU LAC,"Get us a price, get back to us.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.87; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,253,1,"00:14:46,272","00:14:48,399",LESTAT DE LIONCOURT,These things are planned years in advance.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.42; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,254,1,"00:14:48,404","00:14:51,185",LESTAT DE LIONCOURT,"Louis, you're a native.",uncertain,best contextual candidate from text-only sources,recognition_margin=1.13; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | CLAUDIA
S01E07,255,1,"00:14:51,190","00:14:53,883",LOUIS DE POINTE DU LAC,"You've expanded your export business,",high,direct-address response context,,English,,
S01E07,256,1,"00:14:53,888","00:14:57,191",LOUIS DE POINTE DU LAC,shipping coffins from port back to Europe?,high,direct-address response context,,English,,
S01E07,257,1,"00:14:57,196","00:14:59,236",DANIEL MOLLOY,Shipping and manufacturing.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | CLAUDIA
S01E07,258,1,"00:14:59,241","00:15:00,803",DANIEL MOLLOY,Double dip.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | LOUIS DE POINTE DU LAC
S01E07,259,1,"00:15:00,808","00:15:03,414",LOUIS DE POINTE DU LAC,"Good margin, product in high demand.",uncertain,best contextual candidate from text-only sources,recognition_margin=0.44; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | TOM ANDERSON
S01E07,260,1,"00:15:03,419","00:15:06,113",DANIEL MOLLOY,You lost one of your ships recently.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,LOUIS DE POINTE DU LAC | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,261,1,"00:15:06,118","00:15:09,856",LOUIS DE POINTE DU LAC,Took a torpedo in the rear from one of the Fritz's U-boats.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.14; no episode audio used,English,,DANIEL MOLLOY | TOM ANDERSON | LESTAT DE LIONCOURT
S01E07,262,1,"00:15:09,861","00:15:11,509",LOUIS DE POINTE DU LAC,Would you like a new one?,uncertain,best contextual candidate from text-only sources,recognition_margin=1.43; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,263,1,"00:15:16,911","00:15:20,867",DANIEL MOLLOY,"Wait, just one question before I attempt",uncertain,best contextual candidate from text-only sources,recognition_margin=1.97; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,264,1,"00:15:20,872","00:15:25,377",DANIEL MOLLOY,your no doubt humiliating and reputation-destroying ask.,uncertain,best contextual candidate from text-only sources,recognition_margin=1.97; no episode audio used,English,,LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC | TOM ANDERSON
S01E07,265,1,"00:15:28,618","00:15:30,746",LESTAT DE LIONCOURT,"Where do you meet the Devil,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,266,1,"00:15:30,751","00:15:32,835",LESTAT DE LIONCOURT,and what are the terms of the agreement?,uncertain,best contextual candidate from text-only sources,recognition_margin=0.01; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | TOM ANDERSON
S01E07,267,1,"00:15:46,201","00:15:48,416",TOM ANDERSON,The Krewe of Raj had been three years,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,268,1,"00:15:48,421","00:15:50,853",TOM ANDERSON,"in planning their Mardi Gras theme,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,269,1,"00:15:50,858","00:15:52,637",TOM ANDERSON,and they abandoned it within a week,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,270,1,"00:15:52,642","00:15:55,249",TOM ANDERSON,once the Parisian law firm of Roget and Albert,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,271,1,"00:15:55,254","00:15:59,459",TOM ANDERSON,had transatlantically wired their bribes.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.00; no episode audio used,English,,DANIEL MOLLOY | LOUIS DE POINTE DU LAC | CLAUDIA
S01E07,272,1,"00:16:00,041","00:16:02,082",TOM ANDERSON,"From the Marais to the Mississippi,",uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | LESTAT DE LIONCOURT
S01E07,273,1,"00:16:02,087","00:16:04,824",TOM ANDERSON,money flooded the town.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.15; no episode audio used,English,,LOUIS DE POINTE DU LAC | DANIEL MOLLOY | LESTAT DE LIONCOURT
S01E07,274,1,"00:16:04,829","00:16:07,652",TOM ANDERSON,Unavailable vendors became available.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.05; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | LOUIS DE POINTE DU LAC
S01E07,275,1,"00:16:07,657","00:16:10,699",LOUIS DE POINTE DU LAC,And the gossip that followed broke through the levees.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.30; no episode audio used,English,,LESTAT DE LIONCOURT | TOM ANDERSON | DANIEL MOLLOY
S01E07,276,1,"00:16:14,795","00:16:17,488",LOUIS DE POINTE DU LAC,The weird brothers and their doll-like sister,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,277,1,"00:16:17,493","00:16:19,403",LOUIS DE POINTE DU LAC,were coming out.,uncertain,best contextual candidate from text-only sources,recognition_margin=0.09; no episode audio used,English,,LESTAT DE LIONCOURT | DANIEL MOLLOY | TOM ANDERSON
S01E07,278,1,"00:16:19,408","00:16:21,405",TOM ANDERSON,And the paper ticket to the event,uncertain,best contextual candidate from text-only sources,recognition_margin=0.23; no episode audio used,English,,DANIEL MOLLOY | LESTAT DE LIONCOURT | CLAUDIA
